,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,,
3433,"52 Inglewood Dr, Toronto (C4479050) | Zoocasa","2,425,000","2,599,000",4,5,N/A ,3,,
3434,"1109 - 65 St Mary St, Toronto (C4481908) | Zoocasa","650,000","649,990",1,1,550,0,,
3435,"1509 - 400 Mclevin Ave, Toronto (E4470388) | Zoocasa","382,000","394,900",2,2,1300,2,,
3436,"1 - 2716 St Clair Ave E, Toronto (E4464393) | Zoocasa","625,000","649,000",3,2,1500,1,,
3441,"8 Willowmount Dr, Toronto (E4481240) | Zoocasa","657,000","659,900",3,2,N/A ,3,,
3442,"264 Beta St, Toronto (W4486290) | Zoocasa","1,065,000","899,900",2,1,N/A ,6,,
3443,"16H - 6 Rosebank Dr, Toronto (E4471239) | Zoocasa","412,000","429,800",2,1,750,1,,
3444,"2504 - 75 St Nicholas St, Toronto (C4435660) | Zoocasa","950,000","968,000",2,2,750,1,,
3447,"804 - 18 Harrison Garden Blvd, Toronto (C4410272) | Zoocasa","607,000","618,000",2,2,850,1,,
3449,"31 Ranstone Gdns, Toronto (E4466036) | Zoocasa","771,111","699,000",3,2,1300,4,,
3450,"69 Thirty Eighth St, Toronto (W4484395) | Zoocasa","1,030,000","1,069,888",3,2,N/A ,2,,
3453,"2616 - 11 Brunel Crt, Toronto (C4476287) | Zoocasa","515,000","530,000",1,1,250,0,,
3455,"1007 - 281 Mutual St, Toronto (C4484606) | Zoocasa","450,000","450,000",1,1,250,0,,
3457,"913 - 222 The Esplanade Ave, Toronto (C4440747) | Zoocasa","660,500","599,000",2,2,850,1,,
3459,"10 Markburn Crt, Toronto (W4409142) | Zoocasa","810,000","828,000",3,3,N/A ,1,,
3463,"804 - 18 Harrison Garden Blvd, Toronto (C4410272) | Zoocasa","607,000","618,000",2,2,850,1,,
3464,"16H - 6 Rosebank Dr, Toronto (E4471239) | Zoocasa","412,000","429,800",2,1,750,1,,
3466,"711 - 210 Simcoe St, Toronto (C4484218) | Zoocasa","755,000","699,000",2,1,850,1,,
3467,"303 - 11 Fontenay Crt, Toronto (W4484411) | Zoocasa","360,500","339,900",2,1,1100,1,,
3468,"1109 - 65 St Mary St, Toronto (C4481908) | Zoocasa","650,000","649,990",1,1,550,0,,
3470,"109 - 66 Carl Shepway, Toronto (C4484475) | Zoocasa","725,000","700,000",3,2,1300,1,,
3471,"35 Franklin Ave, Toronto (C4481623) | Zoocasa","1,250,000","1,250,000",3,2,N/A ,2,,
3473,"206 - 12 Bonnycastle St, Toronto (C4374859) | Zoocasa","710,000","998,000",2,2,850,1,,
3475,"62 Bow Valley Dr, Toronto (E4464822) | Zoocasa","625,000","640,000",3,1,N/A ,3,,
3476,"202 - 501 St Clair Ave W, Toronto (C4466313) | Zoocasa","601,000","605,000",2,1,650,0,,
3477,"Th22 - 6 Windermere Ave, Toronto (W4479978) | Zoocasa","925,000","899,000",3,2,1700,1,,
3479,"1205 - 260 Scarlett Rd, Toronto (W4472053) | Zoocasa","620,000","628,000",2,2,1100,1,,
3480,"3 - 125 Isaac Devins Blvd, Toronto (W4447817) | Zoocasa","328,000","349,800",1,1,650,1,,
3483,"210 - 119 Merton St, Toronto (C4480631) | Zoocasa","512,000","489,900",1,2,550,0,,
3485,"78 Cherrylawn Ave, Toronto (W4459425) | Zoocasa","680,000","699,000",3,3,N/A ,3,,
3488,"65 Dempster St, Toronto (E4477089) | Zoocasa","978,000","999,800",4,5,2250,11,,
3489,"3 Stephenfrank Rd, Toronto (E4466411) | Zoocasa","750,000","755,000",3,1,900,2,,
3493,"1405 - 60 Colborne St, Toronto (C4466168) | Zoocasa","510,900","515,900",0,1,250,0,,
3495,"184 Macpherson Ave, Toronto (C4465153) | Zoocasa","1,940,000","1,995,000",3,2,N/A ,1,,
3497,"25 Dubray Ave, Toronto (W4438831) | Zoocasa","667,000","699,000",4,3,N/A ,4,,
3498,"27 Beveridge Dr, Toronto (C4466093) | Zoocasa","1,288,000","1,399,000",4,3,N/A ,2,,
3499,"99 Ellsworth Ave, Toronto (C4482584) | Zoocasa","1,250,000","1,089,000",3,2,N/A ,2,,
3503,"496 Hounslow Ave, Toronto (C4466726) | Zoocasa","1,230,000","1,298,000",3,1,N/A ,4,,
3504,"515 - 906 Sheppard Ave W, Toronto (C4471136) | Zoocasa","410,000","385,000",2,1,750,1,,
3506,"1703 - 22 Olive Ave, Toronto (C4463205) | Zoocasa","443,000","454,900",1,1,550,1,,
3509,"12 Greyfriar Crt, Toronto (W4403985) | Zoocasa","739,000","757,000",3,2,N/A ,4,,
3510,"29 Haddon St, Toronto (C4464616) | Zoocasa","1,650,000","1,725,000",3,3,1750,1,,
3511,"2401 - 3390 Weston Rd, Toronto (W4476809) | Zoocasa","250,000","237,900",2,1,950,1,,
3512,"2702 - 101 Peter St, Toronto (C4399301) | Zoocasa","440,000","449,900",0,1,250,0,,
3513,"1002 - 11 Lee Centre Dr, Toronto (E4464427) | Zoocasa","435,000","439,000",2,2,850,1,,
3514,"99 Ellsworth Ave, Toronto (C4482584) | Zoocasa","1,250,000","1,089,000",3,2,N/A ,2,,
3515,"Th2 - 34 Yorkminster Rd, Toronto (C4443326) | Zoocasa","684,500","695,000",2,2,1100,1,,
3518,"414 - 20 Blue Jays Way, Toronto (C4464531) | Zoocasa","785,000","779,900",2,2,850,1,,
3519,"410 - 2550 Bathurst St, Toronto (C4461691) | Zoocasa","402,000","399,000",1,1,750,1,,
3520,"1712 - 400 Mclevin Ave, Toronto (E4476751) | Zoocasa","330,000","332,900",1,1,750,1,,
3523,"3 - 125 Isaac Devins Blvd, Toronto (W4447817) | Zoocasa","328,000","349,800",1,1,650,1,,
3525,"907 - 2067 Lake Shore Blvd W, Toronto (W4447498) | Zoocasa","537,000","549,000",2,2,950,2,,
3529,"313 - 560 Front St W, Toronto (C4482108) | Zoocasa","560,000","568,800",1,1,550,0,,
3531,"506 - 30 Roehampton Ave, Toronto (C4477151) | Zoocasa","535,000","525,000",1,1,550,0,,
3533,"39 Oakfield Dr, Toronto (W4400025) | Zoocasa","1,000,000","1,000,000",3,2,N/A ,2,,
3534,"907 - 2067 Lake Shore Blvd W, Toronto (W4447498) | Zoocasa","537,000","549,000",2,2,950,2,,
3535,"1812 - 711 Bay St, Toronto (C4472721) | Zoocasa","542,000","559,900",1,1,550,0,,
3537,"99 Ellsworth Ave, Toronto (C4482584) | Zoocasa","1,250,000","1,089,000",3,2,N/A ,2,,
3541,"202 - 501 St Clair Ave W, Toronto (C4466313) | Zoocasa","601,000","605,000",2,1,650,0,,
3543,"1801 - 300 Alton Towers Circ, Toronto (E4395076) | Zoocasa","385,000","389,000",2,2,950,1,,
3548,"4 Kingsmount Park Rd, Toronto (E4482546) | Zoocasa","830,000","699,000",2,1,1300,0,,
3549,"312 - 56 Annie Craig Dr, Toronto (W4478138) | Zoocasa","566,500","579,000",2,2,750,1,,
3550,"12 Greyfriar Crt, Toronto (W4403985) | Zoocasa","739,000","757,000",3,2,N/A ,4,,
3554,"1801 - 300 Alton Towers Circ, Toronto (E4395076) | Zoocasa","385,000","389,000",2,2,950,1,,
3555,"503 - 451 Rosewell Ave, Toronto (C4477384) | Zoocasa","842,000","860,000",2,2,1100,1,,
3556,"33 Heman St, Toronto (W4472270) | Zoocasa","1,700,000","1,699,000",4,5,N/A ,2,,
3558,"808 - 205 Hilda Ave, Toronto (C4472044) | Zoocasa","525,000","529,000",3,2,1100,1,,
3560,"313 - 560 Front St W, Toronto (C4482108) | Zoocasa","560,000","568,800",1,1,550,0,,
3565,"53 Macdonald St, Toronto (W4443404) | Zoocasa","1,430,000","1,069,900",3,4,N/A ,2,,
3566,"3108 - 45 Charles St E, Toronto (C4454855) | Zoocasa","547,800","547,800",1,1,550,0,,
3568,"1902 - 2181 Yonge St, Toronto (C4483126) | Zoocasa","907,000","939,000",2,2,1100,1,,
3569,"3304 - 88 Harbour St, Toronto (C4419473) | Zoocasa","905,000","919,000",2,2,750,1,,
3570,"506 - 30 Roehampton Ave, Toronto (C4477151) | Zoocasa","535,000","525,000",1,1,550,0,,
3573,"1205 - 260 Scarlett Rd, Toronto (W4472053) | Zoocasa","620,000","628,000",2,2,1100,1,,
3574,"202 - 501 St Clair Ave W, Toronto (C4466313) | Zoocasa","601,000","605,000",2,1,650,0,,
3577,"221 - 21 Clairtrell Rd, Toronto (C4421246) | Zoocasa","680,000","695,000",2,2,850,1,,
3580,"312 - 56 Annie Craig Dr, Toronto (W4478138) | Zoocasa","566,500","579,000",2,2,750,1,,
3583,"101 - 3311 Kingston Rd, Toronto (E4468698) | Zoocasa","399,000","399,000",3,2,1300,1,,
3585,"1902 - 2181 Yonge St, Toronto (C4483126) | Zoocasa","907,000","939,000",2,2,1100,1,,
3586,"3 Marblehead Rd, Toronto (W4483335) | Zoocasa","915,000","899,900",4,2,N/A ,2,,
3589,"421 - 39 Brant St, Toronto (C4482029) | Zoocasa","536,289","529,900",1,1,550,0,,
3592,"202 - 501 St Clair Ave W, Toronto (C4466313) | Zoocasa","601,000","605,000",2,1,650,0,,
3593,"3108 - 45 Charles St E, Toronto (C4454855) | Zoocasa","547,800","547,800",1,1,550,0,,
3594,"313 - 560 Front St W, Toronto (C4482108) | Zoocasa","560,000","568,800",1,1,550,0,,
3597,"2702 - 101 Peter St, Toronto (C4399301) | Zoocasa","440,000","449,900",0,1,250,0,,
3598,"515 - 906 Sheppard Ave W, Toronto (C4471136) | Zoocasa","410,000","385,000",2,1,750,1,,
3606,"309 - 185 Roehampton Ave, Toronto (C4462342) | Zoocasa","415,088","415,000",0,1,250,0,,
3608,"221 - 21 Clairtrell Rd, Toronto (C4421246) | Zoocasa","680,000","695,000",2,2,850,1,,
3609,"77 Mill Rd, Toronto (W4475151) | Zoocasa","1,175,000","1,200,000",4,3,2250,4,,
3610,"101 - 3311 Kingston Rd, Toronto (E4468698) | Zoocasa","399,000","399,000",3,2,1300,1,,
3613,"39 Oakfield Dr, Toronto (W4400025) | Zoocasa","1,000,000","1,000,000",3,2,N/A ,2,,
3618,"28 Thirtieth St, Toronto (W4472342) | Zoocasa","708,000","649,000",3,1,N/A ,2,,
3619,"1805 - 3 Marine Parade Dr, Toronto (W4436103) | Zoocasa","628,000","657,900",2,2,1300,1,,
3620,"202 - 501 St Clair Ave W, Toronto (C4466313) | Zoocasa","601,000","605,000",2,1,650,0,,
3621,"1902 - 2181 Yonge St, Toronto (C4483126) | Zoocasa","907,000","939,000",2,2,1100,1,,
3623,"174 - 66 Driftwood Ave, Toronto (W4462230) | Zoocasa","360,000","349,999",4,2,1300,1,,
3632,"310 - 30 Harrison Garden Blvd, Toronto (C4476817) | Zoocasa","460,000","460,000",2,1,650,1,,
3634,"906 - 15 London Green Crt, Toronto (W4479234) | Zoocasa","250,000","259,900",2,2,750,1,,
3635,"88 Burrows Ave, Toronto (W4476202) | Zoocasa","1,030,000","849,900",3,2,N/A ,4,,
3636,"15 Chapais Cres, Toronto (E4472629) | Zoocasa","808,000","828,800",3,2,N/A ,2,,
3638,"54 Dunthorne Crt, Toronto (E4476481) | Zoocasa","600,000","624,999",3,2,N/A ,2,,
3639,"312 - 81A Front St E, Toronto (C4484136) | Zoocasa","580,000","540,000",1,1,550,0,,
3640,"434 Westmount Ave, Toronto (C4432073) | Zoocasa","1,000,000","999,900",3,3,N/A ,4,,
3641,"1703 - 40 Panorama Crt, Toronto (W4467666) | Zoocasa","350,000","359,900",3,2,1300,1,,
3642,"51 Varsity Rd, Toronto (W4481399) | Zoocasa","979,000","919,000",3,2,1300,3,,
3643,"5303 - 30 Shore Breeze Dr, Toronto (W4426094) | Zoocasa","472,000","499,900",1,1,250,1,,
3645,"66 Palmerston Sq, Toronto (C4483130) | Zoocasa","1,501,000","1,399,000",3,2,1750,0,,
3647,"430 Harvie Ave, Toronto (W4476843) | Zoocasa","900,000","849,000",3,2,N/A ,4,,
3648,"3 Lochway Crt, Toronto (W4434563) | Zoocasa","1,380,000","1,399,000",4,3,N/A ,5,,
3653,"2405 - 5 Massey Sq, Toronto (E4448311) | Zoocasa","375,000","389,900",2,1,950,0,,
3654,"104 - 70 Elmsthorpe Ave, Toronto (C4461743) | Zoocasa","820,000","849,000",2,2,1300,1,,
3658,"88 Burrows Ave, Toronto (W4476202) | Zoocasa","1,030,000","849,900",3,2,N/A ,4,,
3661,"20 Delwood Dr, Toronto (E4476701) | Zoocasa","879,000","799,000",3,2,N/A ,2,,
3662,"2005 - 125 Village Green Sq, Toronto (E4439513) | Zoocasa","470,000","485,000",2,2,750,1,,
3663,"15 Philpott Gdns, Toronto (E4458614) | Zoocasa","645,000","649,000",2,2,1100,1,,
3664,"1703 - 40 Panorama Crt, Toronto (W4467666) | Zoocasa","350,000","359,900",3,2,1300,1,,
3665,"66 Palmerston Sq, Toronto (C4483130) | Zoocasa","1,501,000","1,399,000",3,2,1750,0,,
3666,"5303 - 30 Shore Breeze Dr, Toronto (W4426094) | Zoocasa","472,000","499,900",1,1,250,1,,
3672,"1104 - 60 Stevenson Rd, Toronto (W4473836) | Zoocasa","337,000","334,900",2,2,1100,1,,
3673,"20 Delwood Dr, Toronto (E4476701) | Zoocasa","879,000","799,000",3,2,N/A ,2,,
3676,"15 Philpott Gdns, Toronto (E4458614) | Zoocasa","645,000","649,000",2,2,1100,1,,
3677,"128 Barker Ave, Toronto (E4445616) | Zoocasa","1,288,000","999,000",3,4,N/A ,2,,
3678,"307 - 85 Wood St, Toronto (C4479691) | Zoocasa","493,000","449,000",1,1,250,0,,
3679,"39 Beachell St, Toronto (E4461907) | Zoocasa","715,000","699,000",3,1,900,3,,
3681,"104 - 70 Elmsthorpe Ave, Toronto (C4461743) | Zoocasa","820,000","849,000",2,2,1300,1,,
3682,"411 - 11 Wincott Dr, Toronto (W4459345) | Zoocasa","450,000","459,900",3,2,1300,1,,
3683,"1117 - 15 La Rose Ave, Toronto (W4457594) | Zoocasa","414,000","429,000",3,2,1300,1,,
3685,"36 Ellenhall Sq, Toronto (E4450634) | Zoocasa","1,039,800","1,078,000",4,2,N/A ,2,,
3686,"66 Palmerston Sq, Toronto (C4483130) | Zoocasa","1,501,000","1,399,000",3,2,1750,0,,
3689,"2005 - 125 Village Green Sq, Toronto (E4439513) | Zoocasa","470,000","485,000",2,2,750,1,,
3690,"88 Burrows Ave, Toronto (W4476202) | Zoocasa","1,030,000","849,900",3,2,N/A ,4,,
3691,"402 - 25 Oxley St, Toronto (C4484007) | Zoocasa","488,000","449,000",1,1,250,0,,
3692,"808 - 5791 Yonge St, Toronto (C4449279) | Zoocasa","542,000","549,800",2,1,750,1,,
3695,"501 - 8 The Esplanade, Toronto (C4469178) | Zoocasa","570,000","575,900",1,1,550,0,,
3697,"66 Palmerston Sq, Toronto (C4483130) | Zoocasa","1,501,000","1,399,000",3,2,1750,0,,
3699,"2907 - 20 Bruyeres Mews, Toronto (C4468501) | Zoocasa","683,000","698,000",2,2,750,1,,
3703,"330 Sorauren Ave, Toronto (W4482347) | Zoocasa","1,156,845","949,000",3,2,N/A ,0,,
3704,"914 - 390 Dixon Rd, Toronto (W4476072) | Zoocasa","354,000","369,000",3,2,1300,1,,
3706,"13 Fairside Ave, Toronto (E4478440) | Zoocasa","899,000","899,900",2,2,N/A ,3,,
3709,"1703 - 40 Panorama Crt, Toronto (W4467666) | Zoocasa","350,000","359,900",3,2,1300,1,,
3710,"46 - 26 Applewood Lane, Toronto (W4454657) | Zoocasa","720,000","725,000",3,3,1700,1,,
3711,"606 - 120 Homewood Ave, Toronto (C4474660) | Zoocasa","488,000","488,800",1,1,550,0,,
3714,"88 Burrows Ave, Toronto (W4476202) | Zoocasa","1,030,000","849,900",3,2,N/A ,4,,
3717,"39 Beachell St, Toronto (E4461907) | Zoocasa","715,000","699,000",3,1,900,3,,
3718,"37 Sorauren Ave, Toronto (W4458901) | Zoocasa","1,550,000","1,485,900",5,4,1750,0,,
3719,"3 Lochway Crt, Toronto (W4434563) | Zoocasa","1,380,000","1,399,000",4,3,N/A ,5,,
3720,"330 Sorauren Ave, Toronto (W4482347) | Zoocasa","1,156,845","949,000",3,2,N/A ,0,,
3721,"104 - 70 Elmsthorpe Ave, Toronto (C4461743) | Zoocasa","820,000","849,000",2,2,1300,1,,
3723,"88 Burrows Ave, Toronto (W4476202) | Zoocasa","1,030,000","849,900",3,2,N/A ,4,,
3725,"2001 - 2200 Lake Shore Blvd W, Toronto (W4470169) | Zoocasa","690,000","699,000",2,2,850,1,,
3729,"92 Duxford Cres, Markham (N4468635) | Zoocasa","748,000","679,900",3,2,N/A ,2,,
3731,"133 Boon Ave, Toronto (W4476660) | Zoocasa","830,000","799,000",4,2,N/A ,1,,
3735,"104 Finch Ave, Toronto (C4445229) | Zoocasa","1,450,000","1,549,000",3,2,N/A ,6,,
3736,"205 - 4005 Don Mills Rd, Toronto (C4450428) | Zoocasa","540,000","558,000",4,3,1300,2,,
3740,"41 Protea Gdns, Toronto (C4481696) | Zoocasa","1,198,000","1,198,000",3,3,N/A ,2,,
3741,"35 Wickford Dr, Toronto (W4481806) | Zoocasa","857,000","849,900",3,2,N/A ,3,,
3742,"41 Mortimer Ave, Toronto (E4474914) | Zoocasa","1,050,000","899,000",3,1,N/A ,1,,
3747,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
3748,"41 Protea Gdns, Toronto (C4481696) | Zoocasa","1,198,000","1,198,000",3,3,N/A ,2,,
3749,"406 - 4062 Lawrence Ave E, Toronto (E4435979) | Zoocasa","255,000","249,500",3,2,1300,1,,
3751,"674 Sammon Ave, Toronto (E4474926) | Zoocasa","850,000","749,900",2,1,N/A ,1,,
3752,"403 - 1 Leaside Park Dr, Toronto (C4474329) | Zoocasa","445,000","399,900",1,1,750,2,,
3754,"808 - 720 Spadina Ave, Toronto (C4472335) | Zoocasa","440,000","399,000",1,1,750,1,,
3756,"113 - 660 Eglinton Ave W, Toronto (C4474494) | Zoocasa","385,000","385,000",1,1,750,1,,
3758,"1105 - 35 Merton St, Toronto (C4475246) | Zoocasa","690,000","699,000",2,2,950,1,,
3759,"706 - 18 William Carson Cres, Toronto (C4460169) | Zoocasa","755,000","799,900",2,2,1100,1,,
3762,"Lph 2 - 26 Olive Ave, Toronto (C4473910) | Zoocasa","625,500","549,000",2,2,850,1,,
3763,"1902 - 85 Bloor St E, Toronto (C4433873) | Zoocasa","787,000","819,000",2,2,850,1,,
3764,"807 - 95 Prince Arthur Ave, Toronto (C4482566) | Zoocasa","710,000","689,800",1,1,750,0,,
3767,"2510 - 235 Sherway Gardens Rd, Toronto (W4442358) | Zoocasa","558,000","565,000",2,2,850,1,,
3768,"2803 - 2230 Lake Shore Blvd W, Toronto (W4460498) | Zoocasa","520,000","514,900",1,1,650,1,,
3770,"458 Westmount Ave, Toronto (C4476148) | Zoocasa","927,000","844,998",3,3,N/A ,2,,
3773,"403 - 1 Leaside Park Dr, Toronto (C4474329) | Zoocasa","445,000","399,900",1,1,750,2,,
3775,"674 Sammon Ave, Toronto (E4474926) | Zoocasa","850,000","749,900",2,1,N/A ,1,,
3776,"814 - 69 Lynn Williams St, Toronto (C4467651) | Zoocasa","530,000","529,900",1,1,550,1,,
3777,"2407 - 17 Zorra St, Toronto (W4480274) | Zoocasa","440,000","435,000",1,1,550,1,,
3780,"28 Renfield St, Toronto (W4475491) | Zoocasa","960,000","985,000",3,3,1750,4,,
3781,"35 Wickford Dr, Toronto (W4481806) | Zoocasa","857,000","849,900",3,2,N/A ,3,,
3785,"2202 - 5 Massey Sq, Toronto (E4479504) | Zoocasa","297,000","289,000",1,1,750,1,,
3788,"807 - 95 Prince Arthur Ave, Toronto (C4482566) | Zoocasa","710,000","689,800",1,1,750,0,,
3789,"1E - 86 Gerrard St E, Toronto (C4480108) | Zoocasa","659,000","659,000",1,2,1100,1,,
3794,"1803 - 390 Dixon Rd, Toronto (W4465714) | Zoocasa","320,000","315,000",2,1,1100,1,,
3795,"2803 - 2230 Lake Shore Blvd W, Toronto (W4460498) | Zoocasa","520,000","514,900",1,1,650,1,,
3796,"27 Isaac Devins Blvd, Toronto (W4455423) | Zoocasa","960,000","999,000",4,3,2750,2,,
3797,"706 - 18 William Carson Cres, Toronto (C4460169) | Zoocasa","755,000","799,900",2,2,1100,1,,
3798,"Ph11 - 25 Sunrise Ave, Toronto (C4447365) | Zoocasa","472,000","472,000",3,2,1100,1,,
3799,"1405 - 25 Sunrise Ave, Toronto (C4464412) | Zoocasa","386,000","400,000",3,2,1100,1,,
3801,"3 Beamsville Dr, Toronto (E4469740) | Zoocasa","896,000","799,900",3,2,N/A ,2,,
3804,"88 Dutch Myrtle Way, Toronto (C4413854) | Zoocasa","685,000","698,800",3,4,1700,1,,
3806,"532 - 3 Greystone Walk Dr, Toronto (E4437590) | Zoocasa","345,000","360,000",1,1,650,1,,
3808,"3104 - 219 Fort York Blvd, Toronto (C4465631) | Zoocasa","510,000","516,000",1,1,650,0,,
3809,"464 Scarborough Rd, Toronto (E4455844) | Zoocasa","650,000","669,000",2,1,N/A ,1,,
3810,"304 - 1829 Queen St E, Toronto (E4474056) | Zoocasa","685,000","669,900",2,2,1100,1,,
3813,"603 - 33 Shore Breeze Dr, Toronto (W4410233) | Zoocasa","670,000","699,999",2,2,850,1,,
3819,"2803 - 2230 Lake Shore Blvd W, Toronto (W4460498) | Zoocasa","520,000","514,900",1,1,650,1,,
3823,"606 - 25 Oxley St, Toronto (C4477734) | Zoocasa","480,000","428,000",1,1,250,0,,
3824,"3104 - 219 Fort York Blvd, Toronto (C4465631) | Zoocasa","510,000","516,000",1,1,650,0,,
3825,"4201 - 87 Peter St, Toronto (C4473192) | Zoocasa","561,000","555,900",1,1,250,0,,
3826,"19 Hiawatha Rd, Toronto (E4468660) | Zoocasa","825,000","849,000",2,2,N/A ,0,,
3828,"33 - 125 Long Branch Ave, Toronto (W4430296) | Zoocasa","685,000","698,000",2,3,950,1,,
3830,"Ph208 - 1131 Steeles Ave W, Toronto (C4461709) | Zoocasa","505,500","509,900",2,2,1100,2,,
3832,"807 - 99 Blackwell Ave, Toronto (E4469508) | Zoocasa","350,000","369,900",2,2,950,1,,
3833,"30 Dixon Ave, Toronto (E4473840) | Zoocasa","1,200,000","999,000",3,2,N/A ,2,,
3834,"24 - 13 Kerr Rd, Toronto (E4482742) | Zoocasa","880,000","769,000",3,2,1300,1,,
3841,"113 - 660 Eglinton Ave W, Toronto (C4474494) | Zoocasa","385,000","385,000",1,1,750,1,,
3845,"102 Leacrest Rd, Toronto (C4446597) | Zoocasa","2,487,500","2,599,000",4,4,2750,1,,
3848,"608 - 75 Wynford Heights Cres, Toronto (C4461920) | Zoocasa","729,000","749,900",3,2,1500,1,,
3851,"2803 - 2230 Lake Shore Blvd W, Toronto (W4460498) | Zoocasa","520,000","514,900",1,1,650,1,,
3852,"1212 - 65 East Liberty St, Toronto (C4467665) | Zoocasa","756,800","769,000",2,2,850,1,,
3855,"205 - 4005 Don Mills Rd, Toronto (C4450428) | Zoocasa","540,000","558,000",4,3,1300,2,,
3856,"95 Torrens Ave, Toronto (E4432837) | Zoocasa","758,000","765,000",2,2,N/A ,1,,
3857,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
3858,"11 Lansdowne Ave, Toronto (W4475288) | Zoocasa","1,225,000","999,000",5,3,N/A ,2,,
3861,"30 - 140 Long Branch Ave, Toronto (W4477935) | Zoocasa","742,800","739,900",2,3,1300,1,,
3862,"3 Beamsville Dr, Toronto (E4469740) | Zoocasa","896,000","799,900",3,2,N/A ,2,,
3865,"4331B Bloor St W, Toronto (W4473320) | Zoocasa","875,000","885,000",3,3,2125,1,,
3868,"1902 - 5 Michael Power Pl, Toronto (W4471763) | Zoocasa","539,000","549,000",2,2,850,1,,
3869,"205 - 4005 Don Mills Rd, Toronto (C4450428) | Zoocasa","540,000","558,000",4,3,1300,2,,
3871,"1807 - 1455 Lawrence Ave, Toronto (W4478468) | Zoocasa","388,000","388,800",2,1,1100,1,,
3872,"113 - 660 Eglinton Ave W, Toronto (C4474494) | Zoocasa","385,000","385,000",1,1,750,1,,
3873,"95 Torrens Ave, Toronto (E4432837) | Zoocasa","758,000","765,000",2,2,N/A ,1,,
3874,"1208 - 58 Orchard View Blvd, Toronto (C4473965) | Zoocasa","492,000","499,900",1,1,550,0,,
3875,"102 Leacrest Rd, Toronto (C4446597) | Zoocasa","2,487,500","2,599,000",4,4,2750,1,,
3877,"3104 - 219 Fort York Blvd, Toronto (C4465631) | Zoocasa","510,000","516,000",1,1,650,0,,
3879,"41 Mortimer Ave, Toronto (E4474914) | Zoocasa","1,050,000","899,000",3,1,N/A ,1,,
3882,"3 Beamsville Dr, Toronto (E4469740) | Zoocasa","896,000","799,900",3,2,N/A ,2,,
3888,"1208 - 58 Orchard View Blvd, Toronto (C4473965) | Zoocasa","492,000","499,900",1,1,550,0,,
3889,"4331B Bloor St W, Toronto (W4473320) | Zoocasa","875,000","885,000",3,3,2125,1,,
3894,"605 - 3 Southvale Dr, Toronto (C4468059) | Zoocasa","1,877,000","1,877,000",3,3,1700,2,,
3896,"1007 - 195 Bonis Ave, Toronto (E4470910) | Zoocasa","501,000","499,000",2,2,650,1,,
3897,"4506 - 65 Bremner Blvd, Toronto (C4471444) | Zoocasa","608,000","619,900",1,1,250,0,,
3899,"145 Dewbourne Ave, Toronto (C4473383) | Zoocasa","1,775,000","1,699,000",3,2,N/A ,2,,
3900,"2 - 10 Bradbrook Rd, Toronto (W4468929) | Zoocasa","745,000","749,900",3,3,1500,1,,
