,title,final_price,list_price,bedrooms,bathrooms,sqft,parking,,
15676,"60 Grant St, Toronto (E4333093) | Zoocasa","1,286,000","1,320,000",4,3,2250,0,,
15680,"2611 - 155 Beecroft Rd, Toronto (C4352066) | Zoocasa","605,000","610,000",2,2,950,1,,
15681,"708 - 4968 Yonge St, Toronto (C4360294) | Zoocasa","509,500","519,900",1,1,650,1,,
15682,"1401 - 335 Mill Rd, Toronto (W4346627) | Zoocasa","380,000","389,000",3,2,1300,1,,
15684,"76 Blakemanor Blvd, Toronto (E4358624) | Zoocasa","667,000","659,900",3,2,N/A ,3,,
15685,"48 Vanguard Dr N, Toronto (W4358479) | Zoocasa","735,000","719,900",3,2,1300,2,,
15688,"133 - 4001 Don Mills Rd, Toronto (C4358766) | Zoocasa","570,000","569,900",4,3,1500,149,,
15689,"1508 - 50 Forest Manor Rd, Toronto (C4355610) | Zoocasa","598,000","598,000",2,2,750,1,,
15690,"506 - 205 Sherway Gardens Rd, Toronto (W4360321) | Zoocasa","429,900","429,900",1,1,550,1,,
15692,"1603 - 1900 Lake Shore Blvd W, Toronto (W4357112) | Zoocasa","716,000","695,000",2,2,950,1,,
15694,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
15696,"2509 - 5791 Yonge St, Toronto (C4359982) | Zoocasa","608,000","608,000",2,2,850,1,,
15698,"727 Oxford St, Toronto (W4355723) | Zoocasa","1,549,000","1,549,000",6,4,N/A ,4,,
15700,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
15701,"1503 - 1166 Bay St, Toronto (C4351445) | Zoocasa","1,920,000","1,950,000",2,2,2125,1,,
15702,"513 - 1733 Queen St E, Toronto (E4356812) | Zoocasa","479,000","449,000",1,1,250,1,,
15703,"412 - 55 Stewart St, Toronto (C4355750) | Zoocasa","483,500","489,900",1,1,250,0,,
15705,"2009 - 85 Queens Wharf Rd, Toronto (C4335672) | Zoocasa","562,000","579,000",1,1,550,1,,
15707,"75 Holford Cres, Toronto (E4356013) | Zoocasa","787,000","797,000",3,2,1300,2,,
15708,"24 Port Royal Tr, Toronto (E4357001) | Zoocasa","851,000","865,000",3,3,N/A ,2,,
15709,"316W - 565 Wilson Ave, Toronto (C4356651) | Zoocasa","430,200","399,900",1,1,550,1,,
15710,"906 - 511 The West Mall, Toronto (W4355015) | Zoocasa","382,000","399,999",3,2,1500,1,,
15713,"506 - 761 Bay St, Toronto (C4335444) | Zoocasa","643,000","659,900",1,1,650,1,,
15714,"410 - 18 Beverley St, Toronto (C4353514) | Zoocasa","600,000","590,000",1,1,550,1,,
15715,"218 - 17 Coneflower Cres, Toronto (C4339381) | Zoocasa","455,000","464,900",2,1,650,1,,
15716,"2808 - 25 Town Centre Crt, Toronto (E4345942) | Zoocasa","560,000","578,800",2,2,1100,1,,
15718,"801 - 9 Burnhamthorpe Cres, Toronto (W4356992) | Zoocasa","718,000","718,000",2,2,1100,1,,
15722,"225 - 60 Fairfax Cres, Toronto (E4359288) | Zoocasa","492,100","479,900",2,2,950,1,,
15724,"16 Howick Ave, Toronto (W4360057) | Zoocasa","834,000","649,900",3,2,1750,1,,
15725,"1910 - 511 The West Mall Ave, Toronto (W4363659) | Zoocasa","457,500","455,000",3,3,1500,1,,
15728,"226 - 18 Mondeo Dr, Toronto (E4348086) | Zoocasa","478,085","488,800",2,2,950,1,,
15730,"910 - 3 Rowntree Rd, Toronto (W4328064) | Zoocasa","404,000","428,000",2,2,1300,1,,
15735,"211 - 5 San Romano Way, Toronto (W4348678) | Zoocasa","346,000","349,000",3,2,1100,1,,
15736,"905 - 32 Davenport Ave, Toronto (C4337268) | Zoocasa","830,000","859,000",2,2,850,1,,
15738,"1507 - 238 Albion Rd, Toronto (W4358630) | Zoocasa","340,000","338,800",2,1,950,1,,
15739,"73 Harvie Ave, Toronto (W4357941) | Zoocasa","981,500","899,000",3,2,1750,2,,
15741,"140 Wedgewood Dr, Toronto (C4360356) | Zoocasa","1,541,000","1,598,000",4,2,N/A ,4,,
15746,"20 French Ave, Toronto (W4359088) | Zoocasa","630,000","529,900",2,2,N/A ,0,,
15747,"122 Bethany Leigh Dr, Toronto (E4359357) | Zoocasa","890,000","925,000",4,3,2250,4,,
15748,"325 Balliol St, Toronto (C4353930) | Zoocasa","1,382,000","1,399,000",3,2,1750,1,,
15751,"1008 - 18 Sommerset Way, Toronto (C4357379) | Zoocasa","465,000","469,800",1,1,650,1,,
15754,"813 - 155 Yorkville Ave, Toronto (C4346339) | Zoocasa","465,000","460,000",0,1,250,0,,
15756,"3003 - 4968 Yonge St, Toronto (C4358595) | Zoocasa","627,000","628,800",2,2,850,1,,
15758,"314 Gilbert Ave, Toronto (W4358819) | Zoocasa","855,000","845,000",3,3,N/A ,1,,
15759,"1116 College St, Toronto (C4348782) | Zoocasa","1,712,000","1,788,000",6,4,3250,1,,
15761,"35 Wolverleigh Blvd, Toronto (E4356220) | Zoocasa","1,065,100","899,000",3,1,1300,1,,
15762,"56-58 Lawrence Ave E, Toronto (C4344464) | Zoocasa","2,400,000","2,495,000",8,6,N/A ,2,,
15768,"240 Glenholme Ave, Toronto (C4359193) | Zoocasa","1,280,000","1,079,000",6,1,N/A ,1,,
15769,"503 - 15 Michael Power Pl, Toronto (W4357765) | Zoocasa","551,500","549,900",2,2,850,1,,
15771,"162 Rusholme Rd, Toronto (C4349063) | Zoocasa","2,700,000","2,749,000",7,4,N/A ,2,,
15772,"806 - 120 Dundalk Dr, Toronto (E4359849) | Zoocasa","325,000","335,900",2,1,950,1,,
15776,"221 - 89 Mccaul St, Toronto (C4352960) | Zoocasa","680,000","738,000",2,2,1100,0,,
15777,"40 Gifford St, Toronto (C4358111) | Zoocasa","1,165,000","995,000",3,2,1300,0,,
15779,"2204 - 170 Sumach St, Toronto (C4357929) | Zoocasa","488,000","488,000",1,1,550,0,,
15781,"1304 - 15 Bruyeres Mews, Toronto (C4346253) | Zoocasa","455,000","458,000",1,1,250,0,,
15782,"1703 - 68 Canterbury Pl, Toronto (C4357563) | Zoocasa","450,000","459,000",1,1,550,1,,
15783,"47 Tallon Rd, Toronto (W4354048) | Zoocasa","1,020,000","1,050,000",3,2,N/A ,2,,
15785,"51 Craydon Ave, Toronto (W4344306) | Zoocasa","485,000","499,000",2,1,N/A ,1,,
15786,"3104 - 2 Anndale Dr, Toronto (C4329945) | Zoocasa","543,000","575,000",1,1,550,1,,
15790,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
15791,"128 Bowood Ave, Toronto (C4343053) | Zoocasa","2,180,000","2,299,000",3,4,N/A ,1,,
15793,"1701 - 290 Adelaide St W, Toronto (C4357541) | Zoocasa","759,000","759,900",2,1,650,1,,
15796,"4006 - 85 Queens Wharf Rd, Toronto (C4352395) | Zoocasa","855,000","899,000",3,2,1100,1,,
15798,"1105 - 99 Harbour Sq, Toronto (C4357681) | Zoocasa","555,000","450,000",0,1,250,1,,
15800,"29A Stafford St, Toronto (C4357584) | Zoocasa","1,625,000","1,399,000",3,3,1750,2,,
15801,"201 - 2495 Dundas St W, Toronto (W4358634) | Zoocasa","540,000","529,000",1,1,650,1,,
15802,"904 - 100 Leeward Glwy, Toronto (C4346663) | Zoocasa","375,000","389,900",3,2,1100,1,,
15805,"310 - 480 Mclevin Ave, Toronto (E4351941) | Zoocasa","375,000","398,888",3,2,1500,1,,
15808,"360 - 32 Stadium Rd, Toronto (C4355579) | Zoocasa","708,000","685,000",2,2,1100,1,,
15809,"38 Salisbury Ave, Toronto (C4357218) | Zoocasa","1,328,000","1,100,000",3,3,1750,0,,
15810,"44 Sarah Jackson Cres, Toronto (W4351250) | Zoocasa","720,000","729,000",3,3,1750,1,,
15811,"1203 - 23 Hollywood Ave, Toronto (C4357176) | Zoocasa","579,000","589,000",2,1,750,1,,
15812,"24 - 125 Long Branch Ave, Toronto (W4359442) | Zoocasa","700,000","658,800",2,3,950,1,,
15815,"904 - 100 Lotherton Ptwy, Toronto (W4353528) | Zoocasa","215,000","249,000",2,1,750,1,,
15817,"312 - 335 Driftwood Ave, Toronto (W4344332) | Zoocasa","319,500","319,800",3,2,1100,1,,
15818,"223 Palmerston Ave, Toronto (C4359157) | Zoocasa","1,730,000","1,588,000",3,4,N/A ,2,,
15820,"506 - 270 Palmdale Dr, Toronto (E4348727) | Zoocasa","424,000","495,000",3,2,1100,1,,
15821,"22 Ptarmigan Cres, Toronto (C4340152) | Zoocasa","1,020,000","1,115,000",4,3,N/A ,2,,
15823,"2801 - 8 York St, Toronto (C4351700) | Zoocasa","480,000","495,000",0,1,250,1,,
15824,"1407 - 551 The West Mall, Toronto (W4337147) | Zoocasa","392,500","394,900",2,1,1100,1,,
15825,"2301 - 2212 Lake Shore Blvd W, Toronto (W4356272) | Zoocasa","678,000","679,000",2,2,850,1,,
15826,"416 - 32 Trolley Cres, Toronto (C4345195) | Zoocasa","748,000","759,000",2,2,950,1,,
15828,"15 - 70 Eastwood Park Gdns, Toronto (W4359898) | Zoocasa","420,000","425,000",1,1,550,1,,
15830,"512 - 390 Dixon Rd, Toronto (W4347107) | Zoocasa","303,500","309,999",3,1,1100,1,,
15832,"2520 - 700 Humberwood Blvd, Toronto (W4355282) | Zoocasa","464,000","464,900",2,2,850,2,,
15833,"33 Kimberley Ave, Toronto (E4351974) | Zoocasa","870,000","799,000",3,1,1300,1,,
15835,"6 - 19 Skeens Lane, Toronto (W4347016) | Zoocasa","895,000","899,000",4,3,1750,1,,
15836,"10 Wingrove Hill, Toronto (W4353739) | Zoocasa","1,200,000","1,239,000",3,3,2250,4,,
15837,"223 - 101 Erskine Ave, Toronto (C4344834) | Zoocasa","558,000","570,000",1,1,650,0,,
15838,"823 - 38 Joe Shuster Way, Toronto (C4360130) | Zoocasa","549,990","549,990",2,1,650,1,,
15840,"602 - 5039 Finch Ave E, Toronto (E4350712) | Zoocasa","407,000","415,000",2,2,750,1,,
15841,"1704 - 1 Bloor St E, Toronto (C4338590) | Zoocasa","1,110,000","1,148,000",2,2,750,1,,
15842,"2910 - 36 Lee Centre Dr, Toronto (E4356273) | Zoocasa","438,900","438,900",2,2,750,1,,
15845,"1911 - 240 Scarlett Rd, Toronto (W4359153) | Zoocasa","680,000","649,000",3,2,1100,3,,
15846,"142 Leslie St, Toronto (E4359366) | Zoocasa","1,130,000","999,900",3,3,N/A ,0,,
15848,"1005 - 1 Four Winds Dr, Toronto (W4345337) | Zoocasa","430,000","439,800",3,2,1300,1,,
15850,"15 - 121 Prescott Ave, Toronto (W4340466) | Zoocasa","600,000","599,900",1,1,950,1,,
15856,"1001 - 10 Martha Eaton Way, Toronto (W4339674) | Zoocasa","299,900","299,900",2,2,950,1,,
15859,"2304 - 125 Village Green Sq, Toronto (E4356526) | Zoocasa","475,000","489,900",2,2,850,1,,
15861,"74 Walmer Rd, Toronto (C4353837) | Zoocasa","2,500,000","2,500,000",7,6,N/A ,5,,
15862,"414 - 19 Barberry Pl, Toronto (C4357884) | Zoocasa","445,000","425,000",1,1,550,1,,
15866,"42 Heather Rd, Toronto (E4346025) | Zoocasa","848,000","799,000",3,2,N/A ,4,,
15868,"41 Joanna Dr, Toronto (E4351449) | Zoocasa","743,000","739,900",3,2,N/A ,4,,
15869,"60 Superior Creek Lane, Toronto (W4346801) | Zoocasa","840,000","849,900",2,2,1700,1,,
15870,"1408 - 88 Sheppard Ave E, Toronto (C4349786) | Zoocasa","666,000","669,000",2,2,750,1,,
15871,"26 Hallow Cres, Toronto (W4347372) | Zoocasa","690,000","699,868",3,2,N/A ,3,,
15873,"1808 - 100 Hayden St, Toronto (C4358913) | Zoocasa","872,000","879,000",2,2,1100,1,,
15880,"2268 Lake Shore Blvd W, Toronto (W4353699) | Zoocasa","1,111,111","1,095,000",3,3,N/A ,2,,
15881,"64 Belanger Cres, Toronto (E4359371) | Zoocasa","670,000","639,000",2,2,1300,1,,
15882,"204 - 2 Roxborough St E, Toronto (C4335901) | Zoocasa","929,000","949,000",2,2,1100,2,,
15883,"1507 - 33 Shore Breeze Dr, Toronto (W4353491) | Zoocasa","407,000","408,900",1,1,550,0,,
15885,"27 - 89 Lillian St, Toronto (C4351344) | Zoocasa","739,000","749,900",2,2,1100,1,,
15887,"303 - 5 Massey Sq, Toronto (E4340615) | Zoocasa","280,000","294,900",1,1,750,1,,
15888,"1111 - 18 Graydon Hall Dr, Toronto (C4338093) | Zoocasa","590,000","598,800",2,2,850,1,,
15889,"45 - 106 Chester Le Blvd, Toronto (E4349038) | Zoocasa","572,500","576,000",3,2,1300,1,,
15891,"511 - 2645 Jane St, Toronto (W4349542) | Zoocasa","273,888","279,900",2,2,1100,1,,
15892,"54 Northampton Dr, Toronto (W4338351) | Zoocasa","900,000","915,000",3,1,1300,3,,
15893,"106 - 2500 Bridletowne Circ, Toronto (E4339430) | Zoocasa","330,000","335,000",2,1,750,1,,
15895,"303 - 608 Richmond St W, Toronto (C4355476) | Zoocasa","519,960","499,900",1,1,550,0,,
15898,"715 - 1200 Don Mills Rd, Toronto (C4356665) | Zoocasa","632,715","650,000",2,2,1100,1,,
15902,"178 Queensdale Ave, Toronto (E4354106) | Zoocasa","970,000","879,000",3,2,N/A ,0,,
15903,"309 - 50 Lynn Williams St, Toronto (C4349184) | Zoocasa","390,000","349,000",0,1,250,0,,
15905,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
15906,"50 Noranda Dr, Toronto (W4348437) | Zoocasa","1,190,000","1,250,000",3,3,3250,8,,
15908,"508 - 2550 Pharmacy Ave, Toronto (E4355039) | Zoocasa","370,000","360,000",3,2,1700,1,,
15909,"208 - 385 Brunswick Ave, Toronto (C4351792) | Zoocasa","3,850,000","3,850,000",3,3,3125,3,,
15911,"504 - 45 Huntingdale Blvd, Toronto (E4347111) | Zoocasa","455,000","467,000",3,2,1500,1,,
15913,"515 - 1888 Bayview Ave, Toronto (C4343659) | Zoocasa","915,000","949,900",2,2,950,1,,
15916,"4606 - 2200 Lakeshore Blvd W, Toronto (W4347570) | Zoocasa","465,000","475,000",1,1,550,1,,
15920,"156 Elmer Ave, Toronto (E4353372) | Zoocasa","800,000","799,000",2,2,1300,1,,
15921,"61 Wembley Dr, Toronto (E4351804) | Zoocasa","1,675,000","1,649,000",3,4,1750,0,,
15925,"9 D'albret Cres, Toronto (E4354300) | Zoocasa","925,000","939,000",4,3,N/A ,2,,
15928,"120 Fred Young Dr, Toronto (W4359370) | Zoocasa","1,211,000","1,218,888",4,4,4250,4,,
15929,"306 - 200 Lotherton Ptwy, Toronto (W4341694) | Zoocasa","265,000","266,900",3,1,750,1,,
15930,"Th105 - 2800 Keele St, Toronto (W4336069) | Zoocasa","650,000","688,800",2,2,1300,1,,
15933,"164 Westview Blvd, Toronto (E4354346) | Zoocasa","840,000","699,900",2,2,N/A ,4,,
15934,"905 - 30 Holly St, Toronto (C4357364) | Zoocasa","703,000","669,900",2,2,1100,1,,
15935,"203 - 928 Millwood Rd, Toronto (C4355917) | Zoocasa","650,000","649,900",2,2,1100,1,,
15937,"247 Sterling Rd, Toronto (C4352738) | Zoocasa","881,800","749,000",3,1,N/A ,0,,
15940,"8 Grogan Mews, Toronto (W4343068) | Zoocasa","815,000","799,900",3,3,N/A ,1,,
15941,"2504 - 55 Regent Park Blvd, Toronto (C4354262) | Zoocasa","518,200","499,000",1,1,550,0,,
15946,"68 Dingwall Ave, Toronto (E4353749) | Zoocasa","1,304,000","1,199,000",3,2,N/A ,2,,
15949,"99 Borden St, Toronto (C4339722) | Zoocasa","1,625,000","1,699,000",4,3,N/A ,1,,
15951,"43 Hemlock Ave, Toronto (E4351385) | Zoocasa","831,000","719,900",3,1,N/A ,1,,
15952,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
15953,"2206 - 33 Shore Breeze Dr, Toronto (W4336216) | Zoocasa","418,000","429,900",1,1,550,0,,
15954,"24 Belgravia Ave, Toronto (W4339979) | Zoocasa","1,285,000","1,288,800",3,3,N/A ,1,,
15957,"707 - 11 St Joseph St, Toronto (C4334074) | Zoocasa","838,000","868,800",2,2,950,1,,
15958,"911 - 100 Wingarden Crt, Toronto (E4344940) | Zoocasa","288,000","289,900",2,2,1100,1,,
15959,"Sth105 - 112 George St, Toronto (C4350278) | Zoocasa","995,000","995,000",2,2,1300,1,,
15960,"1004 - 95 Bathurst St, Toronto (C4353704) | Zoocasa","610,000","599,900",1,1,650,0,,
15962,"109 Twenty Second St, Toronto (W4335271) | Zoocasa","1,210,000","1,288,000",4,5,N/A ,1,,
15964,"427 Strathmore Blvd, Toronto (E4354960) | Zoocasa","898,000","749,900",3,3,1300,2,,
15967,"506 - 735 Don Mills Rd, Toronto (C4349353) | Zoocasa","391,000","399,900",2,1,850,1,,
15968,"612 - 61 Markbrook Lane, Toronto (W4343466) | Zoocasa","369,900","369,900",2,2,950,1,,
15973,"711 - 110 Charles St E, Toronto (C4357029) | Zoocasa","550,000","538,800",1,1,550,0,,
15974,"239 Park Home Ave, Toronto (C4351765) | Zoocasa","1,325,000","1,348,000",4,2,N/A ,4,,
15975,"15 Gloaming Dr, Toronto (E4341569) | Zoocasa","672,000","682,888",3,1,1300,3,,
15976,"2903 - 20 Bruyeres Mews, Toronto (C4342593) | Zoocasa","720,000","739,000",2,2,850,1,,
15977,"929 Greenwood Ave, Toronto (E4354229) | Zoocasa","940,000","949,999",3,1,N/A ,1,,
15979,"4704 - 47 Sudbury St, Toronto (C4357741) | Zoocasa","662,000","654,900",2,1,850,1,,
15980,"7 Leander Crt, Toronto (E4347591) | Zoocasa","2,488,000","2,488,000",4,5,4250,2,,
15981,"274 Windermere Ave, Toronto (W4354060) | Zoocasa","1,307,000","1,198,000",3,1,N/A ,1,,
15982,"317 - 319 Carlaw Ave, Toronto (E4357063) | Zoocasa","629,900","629,900",1,1,650,1,,
15984,"1604 - 8 Mercer St, Toronto (C4353969) | Zoocasa","537,000","501,000",1,1,550,0,,
15986,"1507 - 159 Dundas St E, Toronto (C4358307) | Zoocasa","615,000","620,000",2,2,650,0,,
15987,"514 - 22 Leader Lane, Toronto (C4350091) | Zoocasa","681,000","679,900",2,2,750,0,,
15988,"409 - 77 Harbour Sq, Toronto (C4352389) | Zoocasa","695,000","750,000",1,1,750,1,,
15991,"703 - 21 Scollard St, Toronto (C4358827) | Zoocasa","2,000,000","2,000,000",2,2,1500,2,,
15992,"33 Inwood Ave N, Toronto (E4336886) | Zoocasa","1,022,500","1,058,000",3,2,N/A ,0,,
15994,"2396 St Clair Ave W, Toronto (W4354653) | Zoocasa","535,000","499,900",3,1,1300,1,,
15995,"4603 - 1080 Bay St, Toronto (C4352022) | Zoocasa","780,000","798,000",1,1,550,0,,
15996,"205 - 106 Dovercourt Rd, Toronto (C4350949) | Zoocasa","505,000","495,000",1,1,550,0,,
15997,"724 - 5 Hanna Ave, Toronto (C4349624) | Zoocasa","550,000","565,000",1,2,550,1,,
15998,"Ph02 - 51 Harrison Garden Blvd, Toronto (C4355775) | Zoocasa","616,000","610,000",2,2,850,1,,
15999,"314 - 90 Orchid Place Dr, Toronto (E4332867) | Zoocasa","479,000","494,999",2,2,950,1,,
16000,"308 - 61 Richview Rd, Toronto (W4355606) | Zoocasa","530,000","539,000",3,2,1500,1,,
16002,"486 Arlington Ave, Toronto (C4354715) | Zoocasa","1,890,000","1,868,000",3,4,N/A ,1,,
16003,"466 Vaughan Rd, Toronto (C4336026) | Zoocasa","850,000","919,000",2,3,N/A ,4,,
16006,"2203 - 38 Lee Centre Dr, Toronto (E4357792) | Zoocasa","445,000","429,800",2,2,850,1,,
16007,"1009 - 15 Fort York Blvd, Toronto (C4344159) | Zoocasa","495,000","499,888",1,1,250,0,,
16008,"4103 - 50 Old Kingston Rd, Toronto (E4343543) | Zoocasa","235,000","225,000",2,1,650,1,,
16009,"71 Strathnairn Ave, Toronto (W4355453) | Zoocasa","740,000","749,000",4,3,N/A ,4,,
16010,"67 Lobo Mews, Toronto (W4351351) | Zoocasa","1,020,800","950,000",3,3,1750,2,,
16011,"201 - 20 Joe Shuster Way, Toronto (C4347579) | Zoocasa","425,100","379,000",1,1,250,0,,
16012,"201 William St, Toronto (W4349844) | Zoocasa","615,000","579,000",2,2,N/A ,1,,
16014,"81 Cottingham St, Toronto (C4354307) | Zoocasa","2,350,000","1,950,000",3,3,N/A ,0,,
16018,"53 Anderson Ave, Toronto (C4355049) | Zoocasa","1,575,000","1,599,000",4,2,N/A ,1,,
16019,"716 - 628 Fleet St, Toronto (C4353499) | Zoocasa","570,000","519,000",1,1,650,1,,
16022,"1019 - 20 Blue Jays Way, Toronto (C4331608) | Zoocasa","535,000","550,000",1,1,650,0,,
16023,"2108 - 85 Emmett Ave, Toronto (W4353382) | Zoocasa","368,000","289,000",2,1,950,1,,
16027,"287 Dalesford Rd, Toronto (W4357823) | Zoocasa","1,080,000","1,079,900",3,3,2250,2,,
16028,"318 - 835 St Clair Ave W, Toronto (C4357720) | Zoocasa","500,000","449,000",1,1,550,0,,
16029,"7 - 1 Bastedo Ave, Toronto (E4354306) | Zoocasa","680,000","599,000",2,2,1500,1,,
16032,"1310 - 170 Sumach St, Toronto (C4351376) | Zoocasa","480,000","449,000",1,1,550,1,,
16038,"22 Louvain Ave, Toronto (E4353288) | Zoocasa","900,000","839,900",2,1,N/A ,2,,
16039,"21 Walker Rd, Toronto (C4337619) | Zoocasa","1,495,000","1,578,000",3,2,N/A ,3,,
16046,"3 Olive Ave, Toronto (C4353358) | Zoocasa","1,810,018","1,399,000",4,3,N/A ,0,,
16047,"4002 - 65 Bremner Blvd, Toronto (C4352233) | Zoocasa","775,000","775,000",2,2,750,1,,
16048,"Ph02 - 1328 Birchmount Rd, Toronto (E4343471) | Zoocasa","530,000","538,888",3,2,1100,1,,
16050,"18 Holley Ave, Toronto (W4341950) | Zoocasa","700,000","715,000",3,2,N/A ,1,,
16051,"720 - 700 Humberwood Blvd, Toronto (W4333068) | Zoocasa","435,000","464,000",2,2,850,2,,
16053,"614 - 40 Homewood Ave, Toronto (C4356500) | Zoocasa","540,000","539,900",2,1,750,0,,
16055,"2401 - 88 Harbour St, Toronto (C4340580) | Zoocasa","600,000","615,000",1,1,550,0,,
16057,"82 Sellers Ave, Toronto (W4352690) | Zoocasa","1,300,000","1,049,900",3,2,1300,2,,
16060,"907 - 20 Guildwood Pkwy, Toronto (E4350015) | Zoocasa","568,800","568,800",2,2,1100,2,,
16063,"247 - 201 Carlaw Ave, Toronto (E4353332) | Zoocasa","850,000","799,000",2,2,1100,1,,
16064,"58 Everett Cres, Toronto (E4350459) | Zoocasa","1,316,000","1,299,000",4,2,N/A ,4,,
16065,"96 Edwin Ave, Toronto (W4351972) | Zoocasa","823,000","719,900",2,2,N/A ,0,,
16068,"1615 - 23 Lorraine Dr, Toronto (C4352029) | Zoocasa","600,000","599,900",2,2,850,1,,
16069,"156 Humewood Dr, Toronto (C4336795) | Zoocasa","1,375,000","1,375,000",3,2,N/A ,1,,
16071,"41 Parklea Dr, Toronto (C4348256) | Zoocasa","1,300,000","1,359,000",2,2,N/A ,1,,
16072,"208 - 5 Hanna Ave, Toronto (C4354913) | Zoocasa","415,000","439,000",0,1,250,0,,
16073,"3111 - 87 Peter St, Toronto (C4352305) | Zoocasa","567,000","499,000",1,1,550,0,,
16074,"123 Bedford Park Ave, Toronto (C4352414) | Zoocasa","1,595,000","1,495,000",3,4,N/A ,1,,
16075,"19 Fennimore Cres, Toronto (W4351370) | Zoocasa","633,000","599,900",4,2,N/A ,3,,
16076,"209 - 350 Wellington St W, Toronto (C4348892) | Zoocasa","474,000","479,000",1,1,550,0,,
16078,"212 - 760 The Queensway, Toronto (W4352477) | Zoocasa","495,000","499,999",2,2,750,1,,
16080,"1108 - 9 Four Winds Dr, Toronto (W4338664) | Zoocasa","405,000","419,900",3,2,1300,1,,
16081,"4 Babington Crt, Toronto (W4343040) | Zoocasa","1,170,000","1,225,000",4,2,N/A ,2,,
16083,"98 Willingdon Blvd, Toronto (W4354005) | Zoocasa","1,987,000","1,749,000",4,3,N/A ,2,,
16088,"404 - 330 Dixon Rd, Toronto (W4346073) | Zoocasa","255,000","279,900",3,2,1100,1,,
16089,"119 - 42 Curzon St, Toronto (E4342828) | Zoocasa","1,065,000","1,099,000",3,3,1700,1,,
16091,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
16094,"87 Seaton St, Toronto (C4354328) | Zoocasa","975,000","999,000",3,1,1300,1,,
16095,"68 South Woodrow Blvd, Toronto (E4344673) | Zoocasa","1,125,000","1,179,000",4,5,N/A ,2,,
16096,"107 Evelyn Ave, Toronto (W4352232) | Zoocasa","1,080,000","1,100,000",4,2,1750,1,,
16098,"506 - 400 Wellington St W, Toronto (C4354193) | Zoocasa","859,900","859,900",2,2,950,1,,
16102,"84 - 100 Parrotta Dr, Toronto (W4334227) | Zoocasa","466,000","474,000",2,2,950,1,,
16103,"1110 - 44 Longbourne Dr, Toronto (W4354609) | Zoocasa","400,000","399,000",3,2,1500,2,,
16105,"4 Grovenest Dr, Toronto (E4352344) | Zoocasa","680,000","620,000",3,2,N/A ,2,,
16106,"107 - 151 Village Green Sq, Toronto (E4349392) | Zoocasa","460,000","464,900",2,2,850,1,,
16112,"604 - 43 Hanna Ave, Toronto (C4337453) | Zoocasa","820,000","839,000",1,1,850,2,,
16114,"40 Evans Ave, Toronto (W4347324) | Zoocasa","1,380,000","1,449,000",3,4,N/A ,3,,
16117,"401 - 508 Wellington St W, Toronto (C4347991) | Zoocasa","526,000","540,000",1,1,550,0,,
16118,"297 Hounslow Ave, Toronto (C4336798) | Zoocasa","1,155,000","1,200,000",3,2,N/A ,2,,
16119,"Real Estate Listings Canada - Search MLS for houses, condos, property | Zoocasa",,,,,,,,
16121,"1607 - 1300 Bloor St W, Mississauga (W4347649) | Zoocasa","755,000","769,000",3,2,1700,1,,
16122,"194 Logan Ave, Toronto (E4351406) | Zoocasa","1,155,000","999,000",3,1,1300,2,,
16125,"11 - 10 Hargrave Lane, Toronto (C4347224) | Zoocasa","1,070,000","1,098,000",3,3,1700,1,,
16132,"315 - 6 Parkwood Ave, Toronto (C4334748) | Zoocasa","632,000","669,000",2,1,750,0,,
16133,"21 Palmerston Ave, Toronto (C4352434) | Zoocasa","1,265,000","999,000",3,1,1750,0,,
16136,"Ph2 - 220 George St, Toronto (C4339988) | Zoocasa","1,065,000","1,099,000",2,3,1300,1,,
16138,"Ph008 - 3900 Yonge St, Toronto (C4352884) | Zoocasa","936,000","925,000",2,2,1300,1,,
16141,"703 - 4 Elsinore Path, Toronto (W4352458) | Zoocasa","425,000","389,900",2,1,750,1,,
16142,"907 - 110 Charles St E, Toronto (C4333080) | Zoocasa","820,000","829,900",2,2,850,1,,
16144,"2307 - 1 Palace Pier Crt, Toronto (W4347283) | Zoocasa","575,000","515,000",1,1,750,1,,
16145,"48 Highgate Rd, Toronto (W4352756) | Zoocasa","1,575,000","1,398,000",3,2,N/A ,2,,
16148,"16 - 70 Eastwood Park Gdns, Toronto (W4356046) | Zoocasa","420,000","420,000",1,1,550,1,,
16150,"29 Dixon Ave, Toronto (E4352219) | Zoocasa","1,411,000","1,199,000",3,3,N/A ,1,,
16151,"1405 - 33 Charles St E, Toronto (C4349403) | Zoocasa","805,200","699,990",2,1,850,1,,
16154,"712 - 1 Aberfoyle Cres, Toronto (W4351829) | Zoocasa","800,000","747,000",2,2,1100,1,,
16155,"310 - 69 Lynn Williams St, Toronto (C4354253) | Zoocasa","487,500","489,900",1,1,250,1,,
16156,"211 - 3 Applewood Lane, Toronto (W4340080) | Zoocasa","540,000","549,900",2,2,950,1,,
